Movie,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 1,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 2,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3,Mov. 3
Cell,Cell 1,Cell 2,Cell 3,Cell 4,cell 5,Cell 6,Cell 7,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Unnamed: 28,Cell 2.1,Cell 3.1,Cell 4.1,cell 5.1,Cell 6.1,Cell 7.1,Cell 9.1,Cell 10.1,Cell 11.1,Cell 12.1,Cell 13.1,Cell 14.1,Cell 15.1,cell 16.1,M,N,O,P,R,S,T,U,W,V,Y,Z,X,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell C1,Cell C2,Cell C3,Cell C4,Cell C5,Cell 11,Cell 12,Cell 13,Cell 14,15 (purple),15 (white),Cell 16,Cell 17,Cell 18,Cell 22,Cell 23,Cell 32,Cell 33,Cell 34,Cell 36,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58
Trend,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta
Time (minutes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5833970704493306,0.5850917278864344,0.5952511028127886,0.5749302105360131,0.610492307626387,0.6325099997643334,,0.5732355530989093,0.5969436178258253,0.6037201051501733,0.6510280515199657,0.46338675666137363,,0.46000583242968734,,0.637239555452539,0.541422270243008,0.637239555452539,0.49939714515110856,0.640601565459891,0.41404701763857743,0.5783152405620864,0.6426693746906875,0.6680720968547073,0.5156579062946561,0.6917823040056903,0.6545234070541455,,0.598638275262929,0.5969457602498923,0.6850079591054095,,,0.6816207866552689,0.4648524619666168,0.44345821523220663,0.6725904692122949,0.5258772690948901,0.692365043351951,0.700634800251092,0.5522547942094562,0.6429221807306095,0.6874353255734733,0.5473100794625086,0.7368910427392178,0.6577648946677207,0.7286362828085465,0.5473015097662401,0.700634800251092,0.5918210818813054,0.83909752528596,0.45664055051728847,0.48301807563185445,0.7253498042895615,0.47477617024558616,0.6297377030214607,0.8094249519561403,0.5934686059889323,0.4516936933462737,0.45829021704898226,0.6709493723768696,,,0.5588491754880978,,,0.5506072701018294,0.4451014544916992,0.6758940871238172,0.6033601779068944,0.6841381349341525,0.598415463159947,0.5374185075445463,0.4945571716574436,0.5819295099633431,0.5703882715136869,0.664354991098228,0.5967657966282529,0.501151552936085,0.6445739896863705,0.6231433217428192,0.7368910427392177,0.5934686059889323,0.5687407474060601,0.5918210818813054,0.651166228540945,0.5588491754880979,
20,,,,,,,0.5732355530989093,0.598638275262929,0.5918639303626482,0.6748485841790552,0.6663795818416706,,,0.6748485841790552,,0.5732355530989093,0.6646849244045668,,0.5308991111082546,0.5546071758351705,0.43267539490231616,0.6003329327000327,0.6037179627261061,0.598638275262929,,,,,,,,0.6038875578055393,0.6036151928698756,0.6033428279342142,0.6030704629985519,0.6027980980628898,0.6025257331272279,0.6022533681915657,0.6019810032559035,0.6017086383202415,0.6477512045779318,0.6138816225005945,0.5393659710215721,0.5783173829861535,0.5698483806487689,0.55122000338503,0.6375896872275104,0.5647686931855918,0.5901714153496115,0.5884789003365748,0.5681558656357322,0.605414762587277,0.5681558656357322,0.5343861655267867,0.7896459450191056,,0.6121474228555727,,0.5078021701694884,0.5985764403679914,0.5868094053422596,0.5229312152025722,0.5078021701694885,0.66299240939153,0.6257356548640525,0.6646849244045667,0.6951694764558307,0.5969436178258252,0.46146528951647636,0.5918660727867153,,0.6240409974269487,0.5292044536711508,0.4123523602014736,,,0.49533487159381356,0.47840115176717846,0.7517101900115906,0.5736961742733433,0.5901714153496115,0.4929053627016825,0.5407028436394644,0.5670932232984333,0.5390681740762403,0.3725654028507095,0.5654435567667393,0.5077459342147266,0.4879563631066006,0.5720465077416493,0.5835727492228356,0.6857878014658466,0.4451078817639006,0.43356235846611,0.4220232624405209,0.6594102763512805,0.3725654028507094,0.5225822208796365,0.6742444205921232,0.5242297449872633,0.4665321224352506,0.5423653647155611,0.7171057564792259,0.5868742247102907,,,0.6050077020145214,,,0.6280880364897667,0.6412767990470497,0.5506072701018294,0.6165489404641776,0.4846655997394813,0.5093934583223534,0.6841359925100855,0.6099545591855361,0.555551984848777,0.5604988420197917,0.5786323193240224,0.6050077020145214,0.6725968964844964,0.474774027821519,0.5291744597342108,0.42037359590882706,0.6033601779068946,0.7072163269853309,0.46653212243525066,0.677543753655511,0.6346824177684082,
40,,,,,,,0.6409768596776508,0.4191267051017545,0.5444478009088163,0.5478328309348897,0.49702952903091735,,,0.5478328309348897,,0.6409768596776508,0.5258194236450774,,0.622348482413912,0.6579148643524202,0.8052450826011599,0.5376734560085354,0.5630761781725551,0.5901714153496115,0.6121869650634908,,,,,,,0.6393670780852363,0.6449812714405595,0.6505954647958804,0.656209658151202,0.6618238515065237,0.6674380448618454,0.6730522382171671,0.6786664315724886,0.6842806249278104,0.5325916261212912,0.5715430380858727,0.5969457602498923,0.610492307626387,0.6189613099637716,0.6528308920411089,0.5512200033850301,0.622348482413912,0.5546071758351705,0.5715408956618055,0.6206559674008754,0.5918639303626482,0.6155741375136312,0.6324329682456907,0.4312679764603535,,0.6375043545932202,0.5732667941911798,0.5935334253569634,0.632196540441511,0.5968954353643154,0.628834530434159,0.6590926205003267,0.5850917278864345,0.6409768596776508,0.5376734560085354,0.617268794950735,0.5732376955229764,0.6579105795042859,0.6121869650634908,,0.5512221458090971,0.6274281698770892,0.6358971722144738,,,0.6392843446646143,0.8374221496654605,0.5555498424247098,0.6297205636289236,0.647866895477557,0.5967700814763873,0.6115956560209614,0.5802798434316492,0.6627074669906012,0.7121631841563455,0.6083048926538421,0.5390660316521731,0.5654478416148736,0.6396185628190872,0.529176602158278,0.4220125503201853,0.6297419878695949,0.6033601779068946,0.30827339902005524,0.6066552261221482,0.5374185075445463,0.5390660316521731,0.7171078989032932,0.720405089542614,0.41707640526950635,0.8374500011783332,0.6528158950726389,0.7055666604536368,,,0.6330327512367143,,,0.6132496074007897,0.4929075051257496,0.651166228540945,0.433560216042043,0.7006219457066893,0.6478690379016242,0.5357709834369195,0.5192850302403157,0.6379774659836619,0.6610578004589072,0.44674897859932605,0.6083048926538421,0.5654435567667393,0.5357709834369195,0.4747761702455861,0.6313830847050204,0.4714768371821981,0.6214936552111252,0.5852267006026639,0.5077459342147266,0.5390660316521733,
60,,,,,,,0.6257356548640525,0.7459749207838701,0.651136234604005,0.5478328309348895,0.6291206848901257,,,0.5478328309348895,,0.6257356548640525,0.6900876465685866,,0.5766227255490498,0.5579922058612438,0.35477471339722044,0.610492307626387,0.5749302105360131,0.5613815207354513,0.6121869650634908,,,,,,,0.5384355445835685,0.5328213685758096,0.5272071925680514,0.521593016560293,0.5159788405525346,0.5103646645447762,0.5047504885370179,0.4991363125292598,0.4935221365215014,0.5275119386581142,0.8035525675881232,0.5393659710215721,0.5681558656357322,0.5850895854623672,0.5478349733589567,0.581704555436294,0.546140315921853,0.5952511028127886,0.5546093182592376,0.5647686931855918,0.581704555436294,0.5817024130122268,0.5580526351485912,0.6763849832576132,0.5597430972644344,0.6020046501605137,0.6036951122763569,0.637239555452539,0.5884904103459355,0.5229312152025722,0.5716803603091757,0.5397412652393321,0.5918639303626482,0.5952511028127886,0.617268794950735,0.4191267051017544,0.5427531434717126,0.6020254477130694,0.5800098979991902,,0.5579943482853109,0.7933931926617691,0.5495274883719934,,,0.5850895854623673,0.6697667542918111,0.5357752682850538,0.5604988420197917,0.552250509361322,0.4451078817639006,0.5423739344118296,0.5918189394572383,0.555551984848777,0.6478690379016242,0.623141179318752,0.4516958357703407,0.6363406539963707,0.5670975081465676,0.6116170802616329,0.552250509361322,0.6363192297556994,0.690730373788727,0.7978858559305512,0.39070102257900724,0.6989744215990625,0.478073360884907,0.4714789796062653,0.4698293130745714,0.6923800403204209,0.7006219457066893,0.4945571716574435,0.4451014544916992,,,0.5390681740762404,,,0.6363299418760351,0.6676521817375488,0.42696797718746854,0.6165489404641775,0.4137792146301855,0.6841381349341525,0.5588491754880978,0.5802798434316492,0.5456625553548818,0.47642155192914576,0.6676521817375487,0.5868742247102907,0.6165489404641776,0.7055666604536369,0.6330327512367143,0.598415463159947,0.6264405123821399,0.58357703407097,0.6033580354828274,0.8440422400329077,0.6033601779068946,
80,,,,,,,0.5308991111082546,0.5766227255490497,0.581704555436294,0.5630761781725552,0.5766248679731169,,,0.5630761781725552,,0.5308991111082546,0.44961125715301836,,0.6308153423272296,0.6105030197467226,0.7561342957102243,0.6477512045779318,0.5901714153496115,0.6054126201632098,0.5393659710215721,,,,,,,0.6311888453070822,0.6370522766148511,0.6429157079226216,0.6487791392303901,0.6546425705381584,0.6605060018459291,0.6663694331536976,0.6722328644614679,0.6780962957692362,0.6375896872275104,0.42082136253885827,0.7984728801249461,0.5800120404232573,0.6003329327000327,0.5698483806487689,0.6037201051501733,0.6020254477130694,0.5681558656357322,0.63420251477737,0.6155741375136312,0.6189613099637716,0.5647686931855918,0.5563621730327482,0.48536276416733487,0.6780754453734563,0.6138378849714159,0.6036951122763569,0.5733613653128516,0.630515535437835,0.6523686004856227,0.5935334253569634,0.5985764403679914,0.7137978537195695,0.5088835613943753,0.5275097962340469,0.6917823040056903,0.6511383770280722,0.581704555436294,0.48686801168049604,,0.6071072776003137,0.4106598451884369,0.63420251477737,,,0.39711329781194227,0.3784827781241363,0.6313916544012889,0.5522719336019933,0.6429393201231466,0.6824884684024587,0.4615831228401688,0.7269994708212555,0.5357688410128524,0.4945571716574435,0.5357709834369196,0.6791912777631379,0.5687257504375901,0.433560216042043,0.5819230826911418,0.6396399870597587,0.530826268689972,0.3527844014388521,0.6148992739324837,0.6116020832931629,0.4319126919344161,0.8325031440073184,0.609952416761469,0.5308241262659048,0.4599377411566091,0.2472785858287218,0.5176375061326889,0.5489597459942026,,,0.6000629872675737,,,0.5093934583223534,0.570390413937754,0.7566720441510753,0.6066552261221482,0.7253498042895614,0.42531831065577463,0.5753351286847016,0.7171078989032932,0.6396271325153559,0.5901714153496115,0.5852267006026639,0.5621463661274185,0.4813684091001605,0.4698293130745714,0.6148992739324837,0.7846970933732682,0.5192850302403157,0.5901714153496115,0.6396271325153559,0.529176602158278,0.38905135604731333,
100,,,0.5681472959394637,,,,0.6155741375136312,0.4292882224521758,0.5952511028127886,0.6020254477130694,0.5647686931855918,,0.6274281698770892,0.6206538249768082,0.6426693746906875,0.6155741375136312,0.686700474118446,0.5664633506226956,0.5766227255490497,0.571532325965537,0.4716268068668976,0.5563018332722742,0.6172666525266678,0.6494437195909684,0.5766227255490497,,,0.6178739482110138,0.6208860144656645,0.6238980807203194,0.62691014697497,0.6299222132296228,0.6329342794842756,0.6359463457389285,0.6389584119935813,0.6419704782482342,0.6449825445028847,0.6479946107575376,0.6510066770121904,0.6540187432668432,0.6223463399898449,0.7629086406105051,0.3496928835099762,0.5918639303626482,0.5884789003365749,0.6138816225005945,0.6206538249768082,0.6155741375136312,0.6104944500504541,0.6138794800765274,0.5596868632983476,0.5562996908482071,0.5850917278864344,0.754146240586399,0.505648309557453,0.5394575518743163,0.5986237259288273,0.5276243170634142,0.5968954353643154,0.6120244803973992,0.49435413014008056,0.6523686004856227,0.6540496054892987,0.5732355530989093,0.5427531434717126,0.5783173829861535,0.5275097962340469,0.6528308920411089,0.534286283558395,0.6274281698770892,,0.6087997926133504,0.6714592693048477,0.6443618897037242,,,1.0,0.6189613099637716,0.6297419878695949,0.5786237496277539,0.6132453225526554,0.5423525101711583,0.7385342819987103,0.4797208849925337,0.6676521817375488,0.6841359925100855,0.5951161300965591,0.6330327512367143,0.6165660798567146,0.6709622269212724,0.6214936552111252,0.5654478416148736,0.7039341333144801,0.5934686059889323,0.32805440043191264,0.6528158950726389,0.5093956007464205,0.39399821321832806,0.5423653647155611,0.5209346967720097,0.6050077020145214,0.6940275644280478,0.5588491754880978,0.5654435567667393,,,0.5308241262659048,,,0.6214936552111252,0.45169369334627363,0.5753351286847016,0.6907325162127941,0.4879649328028691,0.6890828496811001,0.5143381730693011,0.4665321224352506,0.5621463661274185,0.7187575654349871,0.6511662285409449,0.6214936552111252,0.6462215137939974,0.6346824177684083,0.6264383699580728,0.36597102157206796,0.58357703407097,0.5159878396009949,0.5242318874113304,0.380809450661045,0.718757565434987,
120,,0.6071072776003137,0.6037115354539047,,0.5495274883719934,0.5884789003365748,0.610492307626387,0.5512221458090972,0.581704555436294,0.5969457602498923,0.5918639303626482,,0.5884789003365749,0.5969457602498923,0.569850523072836,0.610492307626387,0.5021092164940945,0.6189591675397045,0.5613815207354513,0.6003265054278314,0.534286283558395,0.5800098979991901,0.6121869650634908,0.5935585877997519,0.6375896872275104,,0.5881657618210434,0.5883470995266421,0.5885284372322388,0.5887097749378354,0.5888911126434343,0.589072450349033,0.5892537880546297,0.5894351257602263,0.5896164634658251,0.589797801171424,0.5899791388770206,0.5901604765826194,0.590341814288216,0.5905231519938149,0.5681558656357322,0.5529146608221338,0.8221809448518621,0.6240409974269487,0.5427531434717126,0.5969457602498923,0.5783173829861535,0.5783173829861535,0.6138794800765274,0.5833970704493306,0.6528308920411089,0.5783173829861535,0.5732355530989093,0.43295843857619665,0.5867904911179251,0.6290520440140044,0.5512907866852186,0.6121474228555727,0.5397412652393321,0.4792250851069968,0.6406015654598909,0.6120244803973992,0.6843076955554663,0.569850523072836,0.5884789003365748,0.5952532452368557,0.5766248679731169,0.55122000338503,0.6054126201632098,0.6020254477130694,,0.5004145590569906,0.5376713135844683,0.5630761781725551,,,0.3937239829377348,0.4648524619666168,0.46818178896694457,0.6758898022756828,0.5506008428296281,0.585243839995201,0.4665321224352506,0.5670910808743661,0.5539044607411502,0.4566426929413554,0.48301807563185445,0.5341213169052256,0.6115956560209614,0.5868720822862236,0.5225779360315023,0.5786237496277539,0.527526935626584,0.6957947643440647,0.5077459342147266,0.6214936552111252,0.5637938902350454,0.5341213169052256,0.5423632222914938,0.5225800784555693,0.8456919065646016,0.5077459342147266,0.527526935626584,0.677541611231444,,,0.5308241262659048,,,0.48796279037880197,0.651168370965012,0.4401545973206844,0.48301807563185445,0.7138085658399053,0.4170764052695063,0.5423653647155611,0.5539044607411502,0.664354991098228,0.4846655997394812,0.5506072701018294,0.5110431248540473,0.5423632222914939,0.6561109432878925,0.6264383699580728,0.4846655997394812,0.7006219457066893,0.637979608407729,0.6676500393134817,0.7566720441510751,0.6313830847050204,
